Instance, E-n51-k5
capacity, 160
min_trucks, 5
output_file, output_farley/E-n51-k5-SPPRC.log
Start date, 2022-07-07
Start time, 12-58-51
capacity, 160
num_vehicles, 5
abort_early, False
methods, ['SPPRC']
max_vars, 100
time_limit, 43200
farley, True
ESPPRC_heur, True
initial time, initial max_it, max_stale_it
1, 20000.0, 20
heuristic Number of routes, heuristic Best Solution Value, heuristic number of iterations, adjusted time, adjusted max_it, measured total time
22, 521.0, 46, 1, 20000.0, 50.2
method, python time, total time, propagated dominance time, unpropagated dominance time, pricing_success, upper_bound, lower_bound, abort_early, num_paths, 
False, False, 0.0094, (0, 46, 11, 38, 9, 50, 21, 29, 21, 29, 21, 29, 21, 50, 16, 11, 46, 0)
False, False, 0.0225, (0, 46, 11, 38, 9, 50, 16, 50, 16, 50, 9, 38, 11, 46, 0)
False, False, 0.1312, (0, 17, 37, 15, 44, 42, 19, 40, 19, 41, 13, 4, 47, 0)
False, False, 0.107, (0, 46, 12, 47, 18, 47, 12, 46, 0)
False, False, 0.0951, (0, 46, 11, 16, 50, 21, 29, 21, 29, 21, 29, 21, 50, 16, 38, 5, 0)
False, False, 0.1013, (0, 12, 37, 15, 44, 42, 40, 42, 44, 15, 37, 17, 47, 0)
False, False, 0.005, (0, 11, 16, 21, 29, 21, 29, 21, 29, 21, 29, 21, 29, 21, 29, 21, 16, 11, 0)
False, False, 0.0037, (0, 12, 17, 37, 44, 15, 44, 15, 44, 15, 37, 17, 12, 0)
all_elementary, False
all_cyc2, False
